Annotator,Sample ID,Channel Name,Link,Title,Topic,Scene Number,Intent,Time Start,Time End,Chart Type,Chart Details,Animation Type,Transcript,Global_Youtube_Link,Chart Data,Chart Meta Data
Syem,335,TLDR News,Could Andy Burnham Actually Oust Starmer?,,,1,To illustrate Burnham’s relatively high approval as a hypothetical prime minister and his lower polarizing effect compared to Farage and Corbyn.,02:10,02:21,Bar Chart,,"Suspense- Gradual Reveal, Ellipsis- Desaturate","According to Yuggov
polling from early August, Burnham is
ranked second behind Nigel Farage as a
great or good hypothetical prime
minister and is far less polarizing than
either Farage or Jeremy Corbyn.",https://youtu.be/twpFDzxZ9ws,"Chart 1 - Stacked Bar Chart
| Candidate           | GREAT (%) | GOOD (%) | POOR (%) | TERRIBLE (%) |
| :------------------ | :-------- | :------- | :------- | :----------- |
| NIGEL FARAGE        | 15        | 15       | 10       | 60           |
| ANDY BURNHAM        | 20        | 25       | 25       | 30           |
| JEREMY CORBYN       | 15        | 25       | 20       | 40           |
| ED DAVEY            | 10        | 15       | 35       | 40           |
| ANGELA RAYNER       | 10        | 10       | 35       | 45           |
| KEMI BADENOCH       | 5         | 10       | 40       | 45           |
-------------------","Chart 1 - Type: Stacked Bar Chart,
Description: A 100% stacked bar chart displaying Prime Ministerial Perception Polling results for six individuals. Each bar is segmented into four categories: GREAT, GOOD, POOR, and TERRIBLE, showing the percentage of public perception for each category.
Mark: Rectangular Bar,
Background: Solid white for the chart plotting area, with a light grey dotted texture for the overall image background.,
Gridlines: No explicit gridlines are visible within the bar plotting area. Faint light grey dot-pattern gridlines are present in the overall image background.,
Data Colors: ['#1A9850', '#91CF60', '#FC8D59', '#D73027'],
-------------------"
Syem,336,TLDR News EU,Why Germany’s Conscription Plans are Falling Apart,,,1,highlights Germany’s reduction in troop numbers since the 1990s and its plans to expand active and reserve forces by 2035.,01:43,02:00,Line Chart,,"Suspense- Gradual Reveal, Emphasis-Annotation","from nearly half a million troops in
the 1990s to just 181,174
today. As such, Germany aims to expand
its armed forces to 260,000 by 2035 and
more than double its number of reser to 200,000. ",https://youtu.be/SXeC9LSdXfc,"Chart 1 - Line Chart
| Year | Main Army Strength (Thousands) | Reservists (Thousands) |
| :--- | :----------------------------- | :--------------------- |
| 1960 | 300,000                        | 0                      |
| 1965 | 400,000                        | 0                      |
| 1970 | 480,000                        | 0                      |
| 1975 | 490,000                        | 0                      |
| 1980 | 495,000                        | 0                      |
| 1985 | 490,000                        | 0                      |
| 1990 | 500,000                        | 0                      |
| 1995 | 370,000                        | 0                      |
| 2000 | 320,000                        | 0                      |
| 2005 | 280,000                        | 0                      |
| 2010 | 240,000                        | 0                      |
| 2015 | 190,000                        | 0                      |
| 2019 | 181,174                        | 0                      |
| 2020 | 185,000                        | 50,000                 |
| 2025 | 230,000                        | 70,000                 |
| 2030 | 260,000                        | 85,000                 |
-------------------","Chart 1 - Type: Line Chart,
Description: Line chart depicting the strength of the German Army, in thousands, from 1960 to 2030. It includes historical data (solid blue line) and future projections (dotted blue line) for the main army strength, along with a separate projection for reservists (dotted black line) from 2020 to 2030. Specific values like 181,174 (around 2019) and 260,000 (2030 projection) are highlighted.,
Mark: The primary data series (""Main Army Strength"") is represented by a thick blue line; solid for historical data (up to ~2020) and dotted for projected data (from ~2020 to 2030). A large blue circle marks the end of the historical line/start of projection, and another large blue circle marks the end of the projection. The secondary data series (""Reservists"") is represented by a thinner dotted black line with smaller black circular markers at key points.,
Background: White,
Gridlines: Dashed light gray horizontal lines,
Data Colors: Blue, Black,
-------------------"
Syem,337,TLDR News Global,"How China is Quietly ""Internationalising"" the Yuan",,,1,"Reveals that despite China’s economic influence, the yuan was not historically a widely used or popular currency.",01:25,01:35,Bar Chart,,"Suspense- Gradual Reveal, Ellipsis- Desaturate","you might expect China's
currency, the yuan, to be pretty
popular, given that, well, you can use
the yuan to buy Chinese stuff. But this
didn't used to be the case.",https://youtu.be/OPKtHIQfujs,"Chart 1 - Grouped Horizontal Bar Chart
| Category      | INDEX OF USAGE | GLOBAL GDP | GLOBAL TRADE |
| :------------ | :------------- | :--------- | :----------- |
| CHINA         | 4.5            | 17.0       | 13.0         |
| EURO AREA     | 24.0           | 14.0       | 17.0         |
| UNITED STATES | 66.0           | 25.0       | 12.0         |
-------------------","Chart 1 - Type: Grouped Horizontal Bar Chart,
Description: This chart illustrates the international role of various currencies in 2022, showing the percentage breakdown for 'Index of Usage', 'Global GDP', and 'Global Trade' across China, the Euro Area, and the United States.,
Mark: Horizontal bar,
Background: Light Grey,
Gridlines: Dashed Light Grey,
Data Colors: Blue, Yellow, Red,
-------------------"
Syem,338,TLDR News,Why Young Voters Are Ditching Labour,,,1,To illustrate the Greens’ lead over Labour among 18 to 24-year-olds and Labour’s declining support in this age group.,02:18,02:32,Line Chart,,Emphasis-Annotation,"Yuggov's most recent polling from the 10th of November now puts the Greens well in front of
Labor among 18 to 24 year olds with 36%
of the vote while Labour languished
behind on 24% and appear to be on a
steady downwards trajectory",https://youtu.be/fBxZ6UL0crk,"Chart 1 - Line Chart
| Month       | LAB (%) | CON (%) | LIB DEM (%) | REF (%) | GREEN (%) |
| :---------- | :------ | :------ | :---------- | :------ | :-------- |
| JAN. 2025   | 37      | 13      | 15          | 6       | 20        |
| FEB.        | 32      | 18      | 10          | 9       | 20        |
| MAR.        | 38      | 21      | 12          | 10      | 21        |
| APR.        | 40      | 18      | 9           | 15      | 19        |
| MAY.        | 28      | 23      | 10          | 7       | 25        |
| JUN.        | 32      | 20      | 9           | 6       | 25        |
| JUL.        | 28      | 24      | 12          | 8       | 28        |
| AUG.        | 38      | 18      | 9           | 7       | 23        |
| SEP.        | 32      | 16      | 10          | 11      | 28        |
| OCT.        | 24      | 18      | 8           | 7       | 36        |
-------------------","Chart 1 - Type: Line Chart,
Description: Westminster Voting Intention (18-24 Yr. Olds) by percentage over time (Jan 2025 - Oct). Shows trends for LAB, CON, LIB DEM, REF, and GREEN parties.,
Mark: Line,
Background: White,
Gridlines: Light gray, solid, vertical,
Data Colors: LAB: Red, CON: Orange, LIB DEM: Light Blue, REF: Dark Blue, GREEN: Green,
-------------------"
Syem,339,TLDR News,Why Young Voters Are Ditching Labour,,,2,To reveal the decline of Labour and the rise of the Greens among voters under 35 in recent polling.,02:32,02:52,Line Chart,,Emphasis-Annotation," Similar trends are illustrated among under 35s by the Economists UK poll tracker which has found that while Labour won nearly half the under 35's vote at the 2024 election, it now holds only a quarter. Meanwhile, the Greens have surged, overtaking Labor among 18 to 34 year olds and now holding around 30% of the under 35 vote.",https://youtu.be/fBxZ6UL0crk,"Chart 1 - Line Chart
| Date      | LAB (%) | CON (%) | LIB DEM (%) | REF (%) | GREEN (%) |
| :-------- | :------ | :------ | :---------- | :------ | :-------- |
| JAN. 2024 | 55      | 15      | 8           | 3       | 6         |
| MAR. 2024 | 56      | 14      | 8           | 4       | 7         |
| MAY. 2024 | 53      | 12      | 9           | 6       | 8         |
| JUL. 2024 | 49      | 11      | 10          | 9       | 10        |
| SEP. 2024 | 40      | 10      | 11          | 12      | 13        |
| NOV. 2024 | 34      | 9       | 12          | 15      | 16        |
| JAN. 2025 | 32      | 8       | 13          | 17      | 19        |
| MAR. 2025 | 30      | 8       | 14          | 18      | 22        |
| MAY. 2025 | 28      | 7       | 13          | 19      | 25        |
| JUL. 2025 | 26      | 7       | 12          | 18      | 28        |
| SEP. 2025 | 25      | 7       | 11          | 17      | 29        |
| NOV. 2025 | 24      | 7       | 10          | 17      | 30        |
-------------------","Chart 1 - Type: Line Chart,
Description: This chart displays the Westminster voting intention (percentage) for 18-34 year olds across five political parties (Labour, Conservative, Liberal Democrats, Reform, Green) from January 2024 to November 2025. A dotted vertical line marks the ""General Election"" around July 2024. The data shows a significant decline in Labour's support, while the Green party sees a steady increase, eventually surpassing Labour by November 2025. Other parties (Conservative, Liberal Democrats, Reform) show more moderate fluctuations. The final values for LAB (24%) and GREEN (30%) in November 2025 are explicitly labeled. The y-axis represents Percentage and the x-axis represents time in months/years.,
Mark: Smooth line,
Background: Light grey/off-white solid,
Gridlines: Dotted light grey horizontal lines at 20% intervals and a dotted light grey vertical line indicating the ""General Election"".,
Data Colors: Red (LAB), Blue (CON), Orange (LIB DEM), Light Blue/Cyan (REF), Green (GREEN),
-------------------"
Syem,340,TLDR News,Why Young Voters Are Ditching Labour,,,3,Shows that young private renters in England spend the highest proportion of their income on rent.,06:13,06:26,Bar Chart,,Ellipsis- Desaturate,"According to the UK government's 2021-22
English housing survey, among private
renters, those aged between 16 to 24
spend as much as 44% of their income on
rent, the highest of any age group",https://youtu.be/fBxZ6UL0crk,"Chart 1 - Bar Chart
| Age Group | Proportion of Income Spent on Rent (%) |
|:----------|:---------------------------------------|
| 16-24     | 44                                     |
| 25-34     | 29                                     |
| 35-44     | 29                                     |
| 45-64     | 33                                     |
| 65-74     | 39                                     |
| 75+       | 38                                     |
-------------------","Chart 1 - Type: Bar Chart,
Description: A bar chart displaying the proportion of income spent on rent by various age groups in England for the years 2021-2022, sourced from the English Housing Survey. The chart shows that the 16-24 age group spends the highest proportion of their income on rent.
Mark: Vertical bars,
Background: Light green textured paper with a subtle grid pattern,
Gridlines: Solid, Light green,
Data Colors: ['#FF0099', '#E0BBE4', '#E0BBE4', '#E0BBE4', '#E0BBE4', '#E0BBE4']
-------------------"
Syem,341,TLDR News Global,What Mexico Can Teach Western Leftwingers,,,1,Shows Mexico’s rising minimum wage between 2018 and 2024 helped reduce poverty for over 5 million people.,04:31,04:40,Line Chart,,Suspense- Gradual Reveal,"Even accounting for inflation, the minimum wage rose by 90% between 2018 and 2024, helping to lift more than 5 million Mexicans out of poverty",https://youtu.be/krsUSSP-H_o,"Chart 1 - Line Chart
| Year | REAL (2018 PRICES) | NOMINAL |
|------|--------------------|---------|
| 2000 | 90                 | 35      |
| 2005 | 92                 | 47      |
| 2010 | 93                 | 58      |
| 2015 | 96                 | 68      |
| 2020 | 130                | 140     |
| 2022 | 185                | 210     |
-------------------","Chart 1 - Type: Line Chart, 
Description: This chart displays the Mexico Minimum Wage Per Day in MX$, comparing 'Real (2018 Prices)' and 'Nominal' values over the years from 2000 to approximately 2022. Both nominal and real wages show a significant increase, particularly from 2015 onwards, with nominal wage surpassing real wage towards the end of the period.,
Mark: Line, 
Background: Off-white with a subtle grid pattern, 
Gridlines: Light grey, dashed horizontal and subtle vertical, 
Data Colors: Blue, Red, 
-------------------"
Syem,342,TLDR News Global,What Mexico Can Teach Western Leftwingers,,,2,To reveal that Mexico’s debt-to-GDP ratio has steadily declined since the pandemic.,05:15,05:24,Bar Chart,,Suspense- Gradual Reveal,"Mexico's debt's GDP has actually
fallen steadily since the pandemic and
is now astonishingly below where it was
when Amllo took charge in 2018",https://youtu.be/krsUSSP-H_o,"Chart 1 - Bar Chart
| Year | Debt-to-GDP (%) |
|------|-----------------|
| 2000 | 21.0            |
| 2001 | 21.0            |
| 2002 | 23.5            |
| 2003 | 24.5            |
| 2004 | 22.0            |
| 2005 | 21.5            |
| 2006 | 20.5            |
| 2007 | 19.5            |
| 2008 | 19.5            |
| 2009 | 22.5            |
| 2010 | 32.0            |
| 2011 | 33.0            |
| 2012 | 34.5            |
| 2013 | 37.0            |
| 2014 | 39.0            |
| 2015 | 41.0            |
| 2016 | 44.0            |
| 2017 | 46.5            |
| 2018 | 48.5            |
| 2019 | 52.5            |
| 2020 | 52.0            |
| 2021 | 58.0            |
| 2022 | 56.5            |
| 2023 | 54.0            |
| 2024 | 50.0            |
-------------------","Chart 1 - Type: Bar Chart,
Description: This bar chart displays Mexico's Debt-to-GDP ratio as a percentage for each year from 2000 to 2024, illustrating the trend over more than two decades.,
Mark: Bar,
Background: White with subtle texture,
Gridlines: Solid, Light Gray,
Data Colors: Blue
-------------------"
Syem,343,TLDR News Global,What Mexico Can Teach Western Leftwingers,,,3,To show the country’s low public spending compared to similar nations.,05:28,05:36,Line Chart,,Suspense- Gradual Reveal," They prefer a small state and public spending accounts for just 29% of GDP, far lower than most similar countries.",https://youtu.be/krsUSSP-H_o,"Chart 1 - Line Chart
| Year | Mexico | Argentina | Brazil | Colombia |
|------|--------|-----------|--------|----------|
| 1997 | 20.5   | 22.5      | 39.0   | 16.0     |
| 1998 | 21.0   | 23.5      | 41.0   | 18.5     |
| 1999 | 19.5   | 25.5      | 34.0   | 20.0     |
| 2000 | 20.0   | 24.0      | 39.0   | 28.0     |
| 2001 | 20.5   | 21.5      | 44.5   | 27.0     |
| 2002 | 20.0   | 22.0      | 39.0   | 28.0     |
| 2003 | 20.5   | 23.0      | 40.0   | 28.5     |
| 2004 | 21.0   | 25.0      | 42.0   | 29.5     |
| 2005 | 22.0   | 26.5      | 40.5   | 29.0     |
| 2006 | 23.0   | 28.0      | 40.0   | 28.5     |
| 2007 | 25.0   | 29.5      | 39.0   | 29.0     |
| 2008 | 26.5   | 32.0      | 40.0   | 30.0     |
| 2009 | 27.0   | 34.0      | 41.0   | 31.0     |
| 2010 | 27.0   | 35.0      | 41.0   | 32.0     |
| 2011 | 27.5   | 36.0      | 42.0   | 30.0     |
| 2012 | 27.5   | 37.5      | 43.0   | 29.5     |
| 2013 | 27.0   | 39.5      | 44.0   | 29.0     |
| 2014 | 26.5   | 41.0      | 46.5   | 29.0     |
| 2015 | 26.0   | 40.5      | 45.0   | 32.0     |
| 2016 | 25.5   | 38.0      | 43.0   | 35.0     |
| 2017 | 25.0   | 38.5      | 40.0   | 32.0     |
| 2018 | 25.5   | 42.0      | 41.0   | 33.0     |
| 2019 | 26.0   | 38.0      | 43.0   | 33.5     |
| 2020 | 27.0   | 37.5      | 47.0   | 34.0     |
| 2021 | 28.0   | 37.5      | 41.0   | 34.5     |
| 2022 | 28.5   | 37.5      | 44.0   | 35.5     |
-------------------","Chart 1 - Type: Line Chart,
Description: This chart displays the trend of government expenditure as a percentage of GDP for four countries: Mexico, Argentina, Brazil, and Colombia, from 1997 to 2022.,
Mark: Line,
Background: Light gray with subtle texture,
Gridlines: Solid light gray,
Data Colors: Red, Blue, Green, Orange,
-------------------"
Syem,344,TLDR News Global,Why is American Life Expectancy So Low?,,,1,illustrates U.S. life expectancy in the 1990s was comparable to other Western countries.,00:48,00:58,Line Chart,,"Suspense- Gradual Reveal, Emphasis-Annotation",back in the 1990s U.S life expectancy was actually not too bad at all it compared reasonably well to other Western nations with life expectancy of 75.4 years,https://youtu.be/6Ki8DrIJ1H0,"Chart 1 - Line Chart
| Year | United Kingdom | United States |
|------|----------------|---------------|
| 1960 | 70.5           | 69.8          |
| 1961 | 70.6           | 70.0          |
| 1962 | 70.8           | 70.2          |
| 1963 | 71.0           | 70.4          |
| 1964 | 71.2           | 70.6          |
| 1965 | 71.4           | 70.8          |
| 1966 | 71.6           | 70.9          |
| 1967 | 71.5           | 71.0          |
| 1968 | 71.8           | 71.2          |
| 1969 | 72.0           | 71.4          |
| 1970 | 72.2           | 71.5          |
| 1971 | 72.3           | 71.7          |
| 1972 | 72.5           | 71.8          |
| 1973 | 72.7           | 72.0          |
| 1974 | 72.9           | 72.2          |
| 1975 | 73.1           | 72.4          |
| 1976 | 73.3           | 72.6          |
| 1977 | 73.5           | 72.8          |
| 1978 | 73.7           | 73.0          |
| 1979 | 73.9           | 73.2          |
| 1980 | 74.2           | 73.4          |
| 1981 | 74.5           | 73.6          |
| 1982 | 74.7           | 73.8          |
| 1983 | 74.9           | 74.0          |
| 1984 | 75.2           | 74.2          |
| 1985 | 75.4           | 74.4          |
| 1986 | 75.3           | 74.6          |
| 1987 | 75.5           | 74.8          |
| 1988 | 75.8           | 75.0          |
| 1989 | 76.1           | 75.2          |
| 1990 | 76.3           | 75.4          |
| 1991 | 76.5           | 75.6          |
| 1992 | 76.7           | 75.8          |
| 1993 | 77.0           | 76.0          |
| 1994 | 77.2           | 76.2          |
| 1995 | 77.5           | 76.4          |
| 1996 | 77.8           | 76.6          |
| 1997 | 78.0           | 76.8          |
| 1998 | 78.3           | 77.0          |
| 1999 | 78.6           | 77.2          |
| 2000 | 78.8           | 77.4          |
| 2001 | 79.0           | 77.6          |
| 2002 | 79.2           | 77.8          |
| 2003 | 79.4           | 78.0          |
| 2004 | 79.6           | 78.2          |
| 2005 | 79.8           | 78.4          |
| 2006 | 80.0           | 78.6          |
| 2007 | 80.2           | 78.7          |
| 2008 | 80.4           | 78.8          |
| 2009 | 80.6           | 78.9          |
| 2010 | 80.8           | 79.0          |
| 2011 | 80.9           | 79.1          |
| 2012 | 81.0           | 79.2          |
| 2013 | 81.1           | 79.3          |
| 2014 | 81.2           | 79.4          |
| 2015 | 81.3           | 79.5          |
| 2016 | 81.4           | 79.6          |
| 2017 | 81.5           | 79.7          |
| 2018 | 80.7           | 78.9          |
| 2019 | 80.9           | 78.2          |
| 2020 | 80.0           | 77.0          |
-------------------","Chart 1 - Type: Line Chart,
Description: This line chart displays the trend of a numerical metric (likely life expectancy) over time for two countries, the United Kingdom and the United States, from 1960 to 2020. An annotation highlights a value of 75.4 in 1990, corresponding to the United States line. Both countries show an overall upward trend with a notable decline around 2018-2020.,
Mark: Line,
Background: Light grey with a subtle crumpled paper texture,
Gridlines: Horizontal, light grey, solid lines,
Data Colors: ['Purple', 'Blue'],
-------------------"
Syem,345,TLDR News Global,Why Argentina’s Economic Crisis is Still Getting Worse,,,1,Shows peso’s brief strengthening followed by renewed weakening against the dollar.,05:01,05:19,Line Chart,,Emphasis- Highlight a range,"the peso strengthened from
nearly 1,500 the dollar on September
21st to just over 1,300 the dollar on
September 26th. But since then, things
have once again gone downhill. In the
weeks since, the peso has weakened,
rising to above 1,400 the dollar at the
start of October.",https://youtu.be/zqbHq7leeo0,"Chart 1 - Line Chart
| Date    | Official Exchange Rate | Trading Band, Upper Limit |
| :------ | :--------------------- | :------------------------ |
| Jul 1   | 1220                   | 1380                      |
| Jul 8   | 1245                   | 1385                      |
| Jul 15  | 1250                   | 1390                      |
| Jul 22  | 1260                   | 1395                      |
| Jul 29  | 1300                   | 1398                      |
| Aug 1   | 1340                   | 1400                      |
| Aug 8   | 1280                   | 1405                      |
| Aug 15  | 1285                   | 1410                      |
| Aug 22  | 1300                   | 1415                      |
| Aug 29  | 1360                   | 1420                      |
| Sep 1   | 1380                   | 1425                      |
| Sep 8   | 1410                   | 1432                      |
| Sep 15  | 1470                   | 1440                      |
| Sep 18  | 1490                   | 1443                      |
| Sep 22  | 1280                   | 1447                      |
| Sep 29  | 1380                   | 1455                      |
| Oct 1   | 1390                   | 1460                      |
| Oct 5   | 1410                   | 1465                      |
| Oct 8   | 1415                   | 1470                      |
-------------------","Chart 1 - Type: Line Chart, 
Description: This chart visualizes the ""Official Exchange Rate"" of the Argentine Peso against the US Dollar and a ""Trading Band, Upper Limit"" over time, from July 1, 2025, to October 8, 2025. The chart's primary title is ""Milei Struggles to Keep Peso in Check,"" with a subtitle ""Argentina's government has been repeatedly forced to sell dollars."" Periods of ""FX Intervention"" are indicated by light gray shaded vertical areas, approximately from September 17 to September 26 and from October 1 to October 8. An annotation ""Milei loses local vote by landslide"" is present around September 1, pointing to a data point on the Official Exchange Rate line. Additional visual annotations across the provided images include a bright green downward arrow highlighting a sharp decline in the Official Exchange Rate (around September 18-22) and a red upward arrow indicating a subsequent rebound (around September 22-October 8). The Y-axis represents ""pesos per dollar."" ,
Mark: Line (for ""Official Exchange Rate"" and ""Trading Band, Upper Limit""), Circle (for specific data points on ""Official Exchange Rate""), Shaded Area (for ""FX Intervention""), Arrow (for visual annotations), 
Background: Solid Dark Gray, 
Gridlines: Solid Light Gray, 
Data Colors: Official Exchange Rate: Black, Trading Band, Upper Limit: Gold, FX Intervention: Light Gray, Annotation Text: White, Annotation Arrow 1: Bright Green, Annotation Arrow 2: Red, 
-------------------"
Syem,346,TLDR News Global,Bolivian Election: Socialists Collapse After 20 Years in Power,,,1,To explain how policy decisions led to falling gas export revenues and reduced investment in the gas sector.,06:29,06:39,Line Chart,,Emphasis- Fill color," export revenue shrank and investment in the gas sector dried up and annual spending on gas
plunged as Morales, an outspoken critic of environmental issues, blocked new gas projects,",https://youtu.be/CUCR51sIH-E,"Chart 1 - Line Chart
| Year | Total Gas Production (M cubic meters per day) | Gas Exports (M cubic meters per day) |
|------|-----------------------------------------------|--------------------------------------|
| 2013 | 48                                            | 46                                   |
| 2014 | 51                                            | 47                                   |
| 2015 | 50                                            | 46                                   |
| 2016 | 47                                            | 43                                   |
| 2017 | 43                                            | 38                                   |
| 2018 | 38                                            | 34                                   |
| 2019 | 40                                            | 32                                   |
| 2020 | 41                                            | 31                                   |
| 2021 | 42                                            | 29                                   |
| 2022 | 34                                            | 20                                   |
| 2023 | 32                                            | 18                                   |
-------------------","Chart 1 - Type: Line Chart,
Description: This line chart illustrates Bolivia's total natural gas production and gas exports in million cubic meters per day from 2013 to 2023. Both production and exports show a general declining trend over this period, with a particularly sharp drop in exports towards 2022-2023. The chart highlights a significant decrease in gas output, attributed to lack of investment and exploration.
Mark: Line (for both data series), Shaded area (for Gas Exports), Triangle (annotation for the final Gas Exports data point),
Background: Solid White,
Gridlines: Horizontal, Thin, Solid, Light Grey,
Data Colors: Black (Total Gas Production), Yellow (Gas Exports), Light Yellow/Orange (Shaded area for Gas Exports),
-------------------"
Syem,347,TLDR News Global,Why Are Young Voters So Volatile?,,,1,highlights the increasing electoral volatility in Western European countries over recent decades.,07:03,07:13,Line Chart,,Suspense- Gradual Reveal,"Not only this, but electoral volatility
has actually been growing across Western
European countries over the past decades, some examples of which you can see on screen.",https://youtu.be/nrPjcWlRxdM,"Chart 1 - Line Chart
| Year | Denmark | Netherlands | Norway | France | Italy |
|---|---|---|---|---|---|
| 1948 | 14 | 5 | 5 | 16 | 6 |
| 1950 | 14 | 12 | 6 | 16 | 6 |
| 1952 | 12 | 19 | 6 | 15 | 6 |
| 1954 | 10 | 19 | 5 | 14 | 5 |
| 1956 | 7 | 19 | 3 | 13 | 4 |
| 1958 | 4 | 23 | 2 | 9 | 6 |
| 1960 | 3 | 26 | 1 | 5 | 7 |
| 1962 | 2 | 22 | 2 | 7 | 6 |
| 1964 | 6 | 18 | 2 | 8 | 4 |
| 1966 | 9 | 14 | 4 | 6 | 4 |
| 1968 | 10 | 9 | 6 | 4 | 3 |
| 1970 | 10 | 11 | 7 | 5 | 7 |
| 1972 | 14 | 13 | 8 | 6 | 11 |
| 1974 | 18 | 12 | 12 | 9 | 11 |
| 1976 | 20 | 10 | 16 | 12 | 11 |
| 1978 | 21 | 13 | 15 | 9 | 13 |
| 1980 | 20 | 15 | 14 | 6 | 15 |
| 1982 | 18 | 14 | 12 | 5 | 13 |
| 1984 | 16 | 12 | 10 | 5 | 11 |
| 1986 | 14 | 13 | 7 | 9 | 12 |
| 1988 | 12 | 13 | 4 | 13 | 13 |
| 1990 | 10 | 14 | 4 | 11 | 9 |
| 1992 | 12 | 15 | 5 | 8 | 6 |
| 1994 | 13 | 16 | 11 | 24 | 14 |
| 1996 | 11 | 16 | 16 | 39 | 23 |
| 1998 | 8 | 19 | 16 | 26 | 19 |
| 2000 | 11 | 22 | 15 | 12 | 15 |
| 2002 | 14 | 20 | 13 | 14 | 18 |
| 2004 | 12 | 18 | 10 | 16 | 20 |
| 2006 | 10 | 14 | 8 | 26 | 23 |
| 2008 | 9 | 10 | 6 | 36 | 25 |
| 2010 | 8 | 14 | 7 | 34 | 23 |
| 2012 | 14 | 18 | 7 | 31 | 20 |
| 2014 | 19 | 21 | 8 | 20 | 18 |
| 2016 | 20 | 24 | 9 | 9 | 15 |
| 2018 | 21 | 19 | 13 | 22 | 21 |
| 2020 | 24 | 14 | 17 | 34 | 27 |
| 2022 | 27 | 14 | 17 | 34 | 27 |
-------------------","Chart 1 - Type: Line Chart,
Description: This chart illustrates the Western European Elections Volatility, as measured by the Pedersen Index, across five countries: Denmark, Netherlands, Norway, France, and Italy. The data spans from 1948 to 2022, with each line representing a country's electoral volatility over time. The X-axis denotes the year, and the Y-axis indicates the Pedersen Index value, ranging from 0 to 40.
Mark: Circle,
Background: Light gray with a subtle patterned texture,
Gridlines: Solid, Light Gray,
Data Colors: Blue, Orange, Green, Yellow, Red,
-------------------"
Syem,348,TLDR News Global,Why Breaking China's Rare Earth Monopoly is Surprisingly Difficult,,,1,To illustrate China’s dominant share of the world’s minable deposits,03:53,04:02,Bar Chart,,Suspense- Gradual Reveal,"China possesses almost 50% of the
world's minable deposits, more than
twice as many as second place Brazil and
about 20 times that of the US.",https://youtu.be/EaoHlVlHLWk,"Chart 1 - Horizontal Bar Chart
| Country    | Rare Earth Reserves (Million Metric Tonnes) |
| :--------- | :---------------------------------------- |
| China      | 44.5                                      |
| Brazil     | 21.5                                      |
| India      | 6.5                                       |
| Australia  | 5.0                                       |
| Russia     | 3.8                                       |
| Vietnam    | 2.8                                       |
| USA        | 1.8                                       |
| Greenland  | 1.2                                       |
| Tanzania   | 0.8                                       |
| S. Africa  | 0.7                                       |
| Canada     | 0.6                                       |
-------------------","Chart 1 - Type: Horizontal Bar Chart, 
Description: This chart displays the estimated rare earth reserves in million metric tonnes for various countries. China holds the largest reserves, followed by Brazil. The bars are ordered from the country with the most reserves to the least. The X-axis represents the quantity in million metric tonnes, and the Y-axis lists the countries. The source is indicated as USGS.
Mark: Horizontal bar, 
Background: Solid purple, 
Gridlines: Faint light grey, solid horizontal and vertical gridlines, 
Data Colors: ['white']
-------------------"
Syem,349,TLDR News Global,Why Breaking China's Rare Earth Monopoly is Surprisingly Difficult,,,2,"explains how the US shifted rare earth processing to China due to environmental concerns ",04:25,04:40,Area Chart,,"Suspense- Gradual Reveal, Emphasis-Pause, Emphasis- Fill color"," The US actually used to
dominate the global rare earth industry
in the 1970s. But while mining in the US
continued into the 2000s, the US began
offshoring the processing bit to China
in the late 1980s because Americans
didn't want to deal with the pollution.",https://youtu.be/EaoHlVlHLWk,"Chart 1 - Stacked Area Chart
| Year | OTHER | USA | CHINA | Total |
|---|---|---|---|---|
| 1950 | 1 | 1.5 | 0 | 2.5 |
| 1955 | 1 | 7 | 0 | 8 |
| 1960 | 1 | 6 | 0 | 7 |
| 1965 | 4 | 14 | 0 | 18 |
| 1970 | 5 | 13 | 0 | 18 |
| 1975 | 4 | 16 | 0 | 20 |
| 1980 | 12 | 15 | 0 | 27 |
| 1985 | 18 | 26 | 0 | 44 |
| 1990 | 10 | 18 | 32 | 60 |
| 1995 | 15 | 15 | 50 | 80 |
| 2000 | 10 | 10 | 65 | 85 |
-------------------","Chart 1 - Type: Stacked Area Chart,
Description: Global production of Rare Earth Oxides in Kilo-Tonnes (%) from 1950 to 2000. The chart displays the stacked contributions of 'OTHER', 'USA', and 'CHINA' to the total annual production. The Y-axis represents production in Kilo-Tonnes, and the X-axis represents the Year.,
Mark: Area fill,
Background: Light gray with a subtle grid texture,
Gridlines: Light gray, thin, solid lines,
Data Colors: Yellow (OTHER), Blue (USA), Red (CHINA), Black (Total Production line),
-------------------"
